,BLB,PendapatanbulananpurataisirumahkurangdaripadaPGK,Keadaantempattinggalusangataumulaiburuk,Lebih2ahliisirumahbilik,Menggunakantandasselaindaripadatandaspam,TiadakemudahanKutipanSampah,Semuaahliisirumahsamaadatidakmenggunakanpengangkutanpersendirian,Isirumahtidakmampumenyewadanmemilikirumah,Tidakmemilikitelefontaliantetapatautelefonbimbit,Tidakdapatmengaksesinternet,TidakmendapatkemudahanawamTeknologiICT,Semuaahliisirumahberumur1760tahunmempunyaikurangdaripada11tahunp,Kanakkanakantara616tahunyangtidakbersekolah,Pemeliharaanagama,Pemeliharaanakal,Pemeliharaannyawa,Pemeliharaanketurunan,Pemeliharaanharta,Pengambilanmakanankurangdaripadatiga3kalisehari,Selaindaripadabekalanairterawatdidalamrumahdanpaipairawampaipber
Cluster 0,0.9606741571112359,1.0033444814711243,0.9461856887603666,1.0074697130253407,0.9878591355465818,1.0112359545505616,1.0700909556931386,1.0687859677158462,0.8988764008988763,0.943820224341573,1.015086282207508,0.0,1.0533707852001404,0.17286084648627084,0.8151575233639611,0.07171886199968465,0.6050129636327372,0.5852059920216918,0.9507346581122709,0.9363295859342489
Cluster 1,1.3181818179181817,0.9729401032447267,1.4354066982898743,0.9395632299610442,1.0982306281371437,0.9090909086363635,0.43290043207586065,0.44345897961170305,1.8181818109090908,1.4545454539636364,0.8779382610064309,0.0,0.5681818174715909,7.692307668639053,2.4955436710356156,8.510638290629245,4.195804189349112,4.3560606024305555,1.398601397884167,1.5151515117845118
