,BLB,PendapatanbulananpurataisirumahkurangdaripadaPGK,Keadaantempattinggalusangataumulaiburuk,Lebih2ahliisirumahbilik,Menggunakantandasselaindaripadatandaspam,TiadakemudahanKutipanSampah,Semuaahliisirumahsamaadatidakmenggunakanpengangkutanpersendirian,Isirumahtidakmampumenyewadanmemilikirumah,Tidakmemilikitelefontaliantetapatautelefonbimbit,Tidakdapatmengaksesinternet,TidakmendapatkemudahanawamTeknologiICT,Semuaahliisirumahberumur1760tahunmempunyaikurangdaripada11tahunp,Kanakkanakantara616tahunyangtidakbersekolah,Pemeliharaanagama,Pemeliharaanakal,Pemeliharaannyawa,Pemeliharaanketurunan,Pemeliharaanharta,Pengambilanmakanankurangdaripadatiga3kalisehari,Selaindaripadabekalanairterawatdidalamrumahdanpaipairawampaipber,Cluster,Cluster_Name
233,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Cluster_0
234,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Cluster_0
235,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
236,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,Cluster_0
237,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Cluster_0
238,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
239,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Cluster_0
240,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
241,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cluster_0
242,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
243,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
244,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,Cluster_1
245,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
246,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
248,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,Cluster_1
249,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Cluster_0
250,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
252,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
253,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
254,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Cluster_0
255,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
256,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
257,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
258,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
259,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Cluster_1
260,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
261,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
262,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
263,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Cluster_0
264,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
265,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,Cluster_1
266,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,Cluster_1
267,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Cluster_0
268,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,Cluster_1
269,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Cluster_0
270,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
271,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Cluster_0
272,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
273,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
274,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
275,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
276,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Cluster_1
277,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,Cluster_1
278,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Cluster_1
279,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
280,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
281,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
282,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
283,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,Cluster_0
284,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
285,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
286,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
287,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Cluster_1
288,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Cluster_1
289,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,Cluster_1
290,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,Cluster_1
291,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Cluster_0
292,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
293,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
294,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cluster_0
295,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
296,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
297,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
298,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
299,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
300,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
301,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
302,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
303,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
304,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
305,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cluster_0
306,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
307,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
308,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
309,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
310,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
311,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,Cluster_1
312,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
313,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,Cluster_0
314,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Cluster_0
315,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cluster_0
316,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
317,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,Cluster_1
318,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
319,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
320,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
321,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Cluster_0
322,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Cluster_0
323,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Cluster_0
324,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
325,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
326,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
327,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
328,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
329,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
330,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Cluster_1
331,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
332,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
333,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
334,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Cluster_0
335,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
336,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
337,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
338,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
339,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
340,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
341,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
342,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
343,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
344,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
345,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
346,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
347,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Cluster_0
348,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Cluster_0
349,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cluster_0
351,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
352,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
353,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
354,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,Cluster_1
355,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
356,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cluster_0
357,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
359,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
360,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
361,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
362,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
363,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
364,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,Cluster_1
365,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cluster_0
366,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
367,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
369,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,Cluster_1
370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
371,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
372,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Cluster_0
373,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Cluster_0
374,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Cluster_0
375,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
376,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
377,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Cluster_0
378,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
379,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
380,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Cluster_1
381,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
382,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
383,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
384,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
385,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
386,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
387,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
388,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
389,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
390,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Cluster_0
391,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
392,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
393,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
394,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,Cluster_1
395,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
396,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Cluster_0
397,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cluster_0
398,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Cluster_0
399,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cluster_0
