,BLB,PendapatanbulananpurataisirumahkurangdaripadaPGK,Keadaantempattinggalusangataumulaiburuk,Lebih2ahliisirumahbilik,Menggunakantandasselaindaripadatandaspam,TiadakemudahanKutipanSampah,Semuaahliisirumahsamaadatidakmenggunakanpengangkutanpersendirian,Isirumahtidakmampumenyewadanmemilikirumah,Tidakmemilikitelefontaliantetapatautelefonbimbit,Tidakdapatmengaksesinternet,TidakmendapatkemudahanawamTeknologiICT,Semuaahliisirumahberumur1760tahunmempunyaikurangdaripada11tahunp,Kanakkanakantara616tahunyangtidakbersekolah,Pemeliharaanagama,Pemeliharaanakal,Pemeliharaannyawa,Pemeliharaanketurunan,Pemeliharaanharta,Pengambilanmakanankurangdaripadatiga3kalisehari,Selaindaripadabekalanairterawatdidalamrumahdanpaipairawampaipber
Cluster 0,0.4803370786516854,0.75,0.4943820224719101,0.901685393258427,0.36797752808988765,0.20224719101123595,0.056179775280898875,0.10955056179775281,0.02247191011235955,0.23595505617977527,0.8146067415730337,0.0,0.08426966292134831,0.0056179775280898875,0.20786516853932585,0.008426966292134831,0.03932584269662921,0.0702247191011236,0.1853932584269663,0.042134831460674156
Cluster 1,0.6590909090909091,0.7272727272727273,0.75,0.8409090909090909,0.4090909090909091,0.18181818181818182,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.7045454545454546,0.0,0.045454545454545456,0.25,0.6363636363636364,1.0,0.2727272727272727,0.5227272727272727,0.2727272727272727,0.06818181818181818
